"district","candidate_placement","candidate_name","candidate_answer_status","candidate_photo_url","candidate_url","done","party"
"Suðvestur",1,"Pétur Gunnlaugsson","cand not","","/kosningar2013/frambod/fulltrui/petur-gunnlaugsson/",0,"Flokkur heimilanna"


